cluster,Height(in cm),Weight(in kg),Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Freekick Accuracy,LongPassing,BallControl,Acceleration,Sprint Speed,Agility,Reactions,Balance,Jumping,Stamina,Strength,Long Shots,Positioning,Vision
0,181.41801385681293,75.864896073903,0.8577910122509352,1.0108761699882836,0.9446239477901688,0.9521794667193173,0.9351318649666165,0.9975036979628036,0.8899477112572803,0.8146731726631837,0.8248887917381903,1.0030181648591094,1.0445452338632017,1.0491479430040012,1.0271487595568687,0.9697627802902433,0.9880550319070249,1.0067317502201267,0.9914145428466855,1.008072486528391,0.9600154853393595,1.0117892620374633,0.9172466010646444
1,179.65020576131687,73.2400548696845,0.7532149836886585,1.0134212455091163,0.9149202710658664,0.8840189393422714,0.8473513702464688,1.0094496072048416,0.7728038816248071,0.6554103498130458,0.691042863401364,0.9896403698136226,1.2466452544203126,1.24917581152131,1.1634118565194889,0.9266096289677793,1.1426161175135496,1.102355254396895,1.0100118600465964,1.0341861404485713,0.8992170897523091,0.9815514438464508,0.8527528840949006
2,174.90201005025125,68.93969849246231,0.9281206360320386,0.9477136965275607,0.7007731575844491,0.943199692661993,0.8520426851887337,1.0523238568368447,0.916089240070949,0.8108118435959908,0.8227275039854091,1.018994929484463,1.188442608507058,1.1649646718253688,1.1817291169485,0.9092270636069338,1.1603239994493768,0.8446829397642343,0.9032577799712955,0.7896356968959373,0.9145137999885485,0.9486245671978247,0.9186859920210034
3,188.99026763990267,83.83941605839416,0.677949350164932,1.0333543216320773,1.059595437348638,0.913018193079591,0.9532723786080228,0.9254928880933407,0.7750792602156557,0.7291947327025511,0.7091324206010884,0.9790689933096368,0.8019521086058187,0.8435087806096784,0.7938208991643023,0.9733279047082528,0.7347942401407721,0.9982479004294365,0.8862566374010605,1.1834948054062566,0.9268691690063756,1.0394054071443042,0.8450186903533699
4,185.65545087483176,79.18842530282637,0.60292019655531,1.0352391448744296,1.0179691530640598,0.8608827231788391,0.8636196459609362,0.9369661583755097,0.7070486548103827,0.6352111887437172,0.6352201442299823,0.9646119551258633,1.0482421563072417,1.0816097285299977,0.9742647843555893,0.9412353133476397,0.9418204270059352,1.1106087645100797,0.9981622303243687,1.1599291857041816,0.9031684498072934,1.0038787416531347,0.791902706067821
